CRPrueba
2,262
10,568
37,162
41,482
37,954
34,222
48,287
42,975
87,73
79,811
138,708
146,971
156,227
112,944
22,216
120,095
96,305
134,806
114,864
86,015
101,403
104,868
113,093
97,111
112,289
103,047
102,671
116,255
91,851
126,397
145,733
118,832
113,233
120,898
92,62
114,039
90,463
77,465
82,405
71,466
79,769
79,369
68,009
67,979
51,855
17,834
39,741
17,945
23,591
23,683
45,822
29,577
58,692
8,445
46,573
19,269
12,844
45,263
2,769
31,321
57,733
14,591
86,941
3,6
41,377
51,967
65,351
5,009
33,98
47,648
19,105
36,313
16,505
31,294
39,982
28,65
39,749
45,488
83,216
32,915
63,655
41,91
22,15
46,956
8,67
13,217
43,427
61,8
66,721
116,612
18,469
94,233
24,369
31,584
12,494
11,299
90,42
27,867
42,978
17,439
114,416
52,512
25,886
100,688
17,154
16,775
82,964
94,567
51,487
63,292
22,571
87,366
74,08
85,407
39,755
65,974
75,885
5,116
15,311
33,145
84,678
20,269
15,184
34,786
37,91
14,143
16,793
55,48
9,16
32,03
15,381
38,033
44,404
20,685
10,657
28,612
59,861
60,38
10,261
12,033
63,577
26,975
49,808
56,055
48,279
47,804
26,247
52,109
13,008
56,134
14,45
33,129
38,517
23,181
41,69
44,447
34,412
20,624
20,708
37,367
8,582
24,641
27,057
17,554
31,551
20,824
25,77
43,447
28,687
6,511
17,984
22,293
37,055
13,005
22,397
34,727
23,466
30,648
27,115
15,087
21,255
31,494
14,458
29,48
25,09
21,275
21,526
16,739
15,151
22,325
20,221
17,908
18,62
12,08
21,67
15,4
14,316
15,242
18,83
11,453
14,709
10,352
15,395
19,713
14,697
18,341
12,619
18,083
9,294
16,194
15,062
13,567
6,296
17,293
13,488
11,748
14,076
12,118
7,847
6,498
7,855
0
3,976
6,088
5,583
5,928
6,348
3,311
8,049
5,997
6,118
5,238
0
0
0
2,135
2,203
0
5,161
0
0
0
0
9,659
8,95
2,973
9,956
0
11,541
6,108
9,231
14,582
6,652
5,519
14,457
8,004
9,027
16,327
12,068
4,345
9,233
9,46
4,46
2,248
9,7
6,734
2,119
9,993
11,982
7,488
3,931
6,594
5,391
9,37
10,868
6,464
0
8,64
5,326
6,717
3,368
3,252
0
3,005
7,799
9,533
6,586
8,896
12,453
2,801
8,972
5,997
0
5,307
2,679
6,329
6,103
0
0
0
0
2,846
0
0
2,826
0
2,211
0
2,155
0
2,425
2,362
3,967
0
7,95
4,453
3,214
0
3,99
5,271
5,353
4,251
2,279
4,583
2,613
6,541
0
12,285
4,474
2,97
9,967
0
0
0
12,113
0
10,633
10,905
2,048
3,199
13,777
11,275
4,014
8,418
11,458
10,656
11,312
8,944
0
7,977
10,4
9,74
0
11,315
11,698
8,249
6,187
10,811
3,678
9,943
9,878
0
9,369
2,44
6,568
2,637
0
10,977
11,419
5,35
9,803
2,464
6,238
9,224
9,595
2,426
3,142
