CR1
16,122
30,101
38,5
31,574
52,324
23,838
65,693
47,62
49,053
64,986
92,734
107,603
122,153
79,508
31,09
160,761
60,698
84,791
92,356
56,376
86,596
68,47
78,304
70,593
78,908
86,893
78,169
89,3
83,594
91,79
103,215
104,797
92,911
92,107
83,131
76,632
81,331
59,322
74,92
73,473
61,915
72,965
68,382
61,673
51,082
16,64
20,673
27,871
23,112
18,4
28,647
22,522
30,847
12,038
26,389
11,637
18,808
32,66
7,974
21,667
42,484
19,936
56,825
5,959
28,739
33,663
45,18
5,256
23,563
31,733
16,152
25,741
12,136
19,483
23,417
18,999
27,004
33,104
52,693
20,142
40,462
27,92
24,61
31,609
7,153
11,598
27,165
36,71
43,412
77,748
11,606
65,409
18,281
24,555
19,659
8,334
61,543
20,328
32,545
12,581
84,481
37,858
19,798
70,001
12,067
19,722
77,318
84,456
41,935
50,019
16,863
66,826
42,716
68,783
35,2
35,679
66,376
4,475
14,125
30,661
77,698
16,747
17,833
25,488
32,208
11,563
12,826
51,984
5,217
27,418
11,12
31,279
36,826
16,239
11,63
22,567
58,9
49,123
5,977
10,916
62,107
15,089
45,039
47,342
30,297
39,828
17,857
44,395
8,249
52,294
8,368
26,174
32,209
12,013
42,435
43,927
26,599
9,432
13,833
34,986
6,324
16,441
19,534
11,136
26,86
11,855
17,653
41,999
26,628
4,414
15,289
16,412
38,971
8,266
15,187
34,418
17,483
24,692
23,948
11,184
17,373
36,622
12,006
28,447
28,536
26,505
18,649
11,852
11,018
24,437
15,532
17,679
19,828
9,067
20,491
10,426
13,357
16,298
16,894
6,542
17,381
4,336
12,99
14,517
7,237
18,705
14,483
18,281
7,122
16,107
16,533
16,063
8,345
14,965
9,29
10,659
13,811
14,597
10,218
5,314
6,649
4,425
8,016
6,928
7,542
6,544
9,011
5,484
8,267
8,547
7,871
9,633
4,752
5,414
4,877
4,303
5,187
1,272
6,118
0
0
1,543
2,092
11,85
5,33
3,095
7,071
0
8,485
7,154
9,687
7,156
7,557
6,552
11,255
5,199
6,789
10,61
9,116
5,82
7,777
6,606
5,497
2,744
8,091
5,443
2,635
7,597
6,791
4,072
4,308
4,266
2,241
5,459
5,722
3,73
0
4,682
4,745
2,201
5,953
1,499
4,013
1,514
4,054
5,466
0
6,977
6,646
0
5,092
5,424
0
4,381
2,632
0
0
0
0
6,73
3,757
6,308
0
0
3,668
0
1,785
2,813
1,608
0
3,636
2,128
5,241
1,423
8,233
4,114
5,413
0
6,152
3,958
7,066
7,655
1,264
8,301
4,725
2,864
1,996
11,307
7,365
3,663
2,999
0
0
0
11,705
0
8,078
3,466
0
5,176
13,26
10,883
7,989
9,145
3,045
9,701
9,599
8,585
0
8,052
11,37
10,533
2,077
12,537
11,919
8,135
10,597
13,186
6,324
10,271
6,705
1,704
3,486
3,544
12,264
3,276
0
9,987
9,162
10,146
7,568
0
7,183
10,428
9,924
0
3,044
6,059
9,47
1,71
8,293
8,88
4,742
8,384
0
1,626
3,862
3,035
0
7,695
7,337
9,776
1,795
0
5,289
6,201
7,848
6,317
1,766
8,085
8,461
4,541
9,023
6,823
7,714
0
0
4,14
7,23
6,284
5,664
1,928
4,466
8,89
7,927
3,27
7,556
8,377
2,807
0
2,895
8,312
6,345
1,623
3,329
7,749
4,061
2,951
8,123
6,011
1,417
6,108
1,334
0
3,006
5,818
1,982
0
4,574
5,759
4,242
0
1,985
2,131
4,571
4,63
0
0
1,375
2,047
4,651
1,902
6,445
5,306
4,134
4,437
4,139
3,214
0
2,599
4,157
4,086
3,002
2,388
0
3,016
6,174
4,046
2,874
1,695
4,763
5,29
0
2,882
0
4,579
0
2,829
0
3,715
3,937
0
1,787
0
2,03
0
2,305
3,839
2,449
2,626
2,654
0
0
1,796
0
2,722
1,63
2,499
1,399
0
0
1,387
1,58
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
4,694
0
0
2,039
0
1,712
1,539
2,307
2,17
1,281
4,822
3,631
1,819
5,336
3,363
0
2,724
0
0
6,621
12,64
7,396
0
0
6,607
4,356
1,914
5,9
5,024
7,372
0
3,187
4,621
5,91
1,903
1,778
4,667
3,161
0
6,62
0
2,409
5,45
5,187
3,817
4,588
4,923
1,271
0
0
0
4,859
7,089
3,518
3,719
4,259
6,549
4,153
5,001
3,669
2,765
6,082
4,391
5,325
3,943
4,871
5,19
2,564
5,608
4,832
6,004
2,221
4,425
4,766
5,922
3,799
3,553
4,738
1,483
4,031
5,898
6,916
6,252
1,603
4,069
3,011
5,936
6,947
4,575
2,439
4,215
3,827
7,837
5,416
4,746
3,544
0
4,618
1,924
5,329
4,397
3,741
6,524
2,719
5,548
3,139
5,67
1,293
2,722
5,809
3,04
1,826
4,307
1,444
2,334
5,022
2,57
4,951
0
4,174
4,304
4,402
4,924
5,885
2,371
4,178
4,89
1,895
1,537
1,261
2,569
4,465
1,591
2,354
4,412
4,31
4,95
1,674
6,025
3,364
5,947
3,096
2,173
3,621
1,548
1,3
4,646
4,169
2,079
3,426
3,666
2,785
1,702
1,337
3,568
1,74
3,244
1,567
4,446
3,769
1,451
0
1,884
1,424
3,146
1,403
2,429
0
0
0
2,582
1,872
3,261
0
1,479
0
1,69
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,608
0
7,996
7,345
7,527
3,769
0
15,268
12,102
8,553
5,224
5,971
18,875
0
10,766
10,466
12,244
17,294
14,538
12,186
7,576
17,841
12,061
4,429
16,928
20,793
17,248
0
17,767
22,191
14,146
3,706
1,21
13,775
15,802
22,114
2,787
18,712
11,287
6,641
2,544
17,932
15,99
8,58
2,499
6,593
21,596
3,589
18,392
11,143
4,873
22,121
19,953
12,516
16,792
13,987
18,129
15,093
6,663
0
0
1,884
5,063
3,484
12,437
5,323
4,043
2,694
14,928
8,694
5,89
8,249
3,813
5,083
12,748
11,732
11,324
0
11,009
13,54
7,966
20,177
10,01
16,333
11,412
10,426
13,778
18,954
13,598
15,353
6,493
8,636
15,935
8,864
18,183
14,157
14,853
16,894
7,061
7,728
14,02
14,013
5,666
7,034
8,063
4,905
19,034
10,551
9,946
5,963
17,881
8,45
8,443
5,071
9,059
9,55
9,981
10,943
0
3,082
14,422
11,438
18,201
8,915
8,961
15,167
16,487
12,101
3,749
22,436
11,516
1,921
5,797
14,235
18,154
19,688
8,888
22,015
4,329
11,832
13,286
18,332
19,138
2,845
12,077
5,422
6,305
17,698
7,697
13,945
15,492
9,405
17,502
11,224
5,215
15,806
1,92
10,118
12,608
13,424
2,511
13,727
7,093
1,817
9,262
3,527
10,646
14,625
3,1
8,729
7,791
0
3,902
12,232
14,971
11,726
6,484
2,569
14,604
10,78
5,132
1,561
6,456
11,889
9,229
9,305
0
12,054
6,007
11,626
5,906
10,446
2,191
9,893
7,219
7,204
7,953
4,438
11,465
3,246
5,396
5,627
9,229
1,923
9,954
7,644
3,172
5,86
8,567
9,229
5,248
4,853
9,253
4,411
6,921
9,805
8,578
7,183
7,367
6,049
3,87
4,59
9,553
5,263
8,431
4,22
8,83
8,414
7,999
8,517
2,783
0
4,691
1,474
4,41
7,363
0
2,519
2,319
6,407
2,443
4,445
0
5,886
3,393
0
3,421
2,223
4,215
3,873
4,297
2,404
1,347
3,609
1,874
2,144
5,774
1,996
3,902
3,62
5,008
2,986
4,565
0
0
0
0
1,382
0
0
0
1,446
1,402
3,057
1,532
0
0
0
0
0
3,028
1,745
0
0
0
0
0
0
0
0
0
0
0
1,402
1,324
1,278
0
1,412
1,591
0
1,208
1,725
2,122
0
0
2,231
1,513
0
0
0
1,334
0
1,541
1,615
0
1,235
0
0
1,523
0
1,89
0
0
0
0
0
1,947
1,328
1,949
0
0
1,596
0
2,141
0
2,12
1,707
2,153
1,646
2,161
0
1,748
0
1,253
1,257
1,233
1,986
1,385
1,359
1,441
2,232
1,257
2,079
1,868
2,173
0
1,616
0
0
0
0
0
0
0
1,398
0
1,224
0
0
1,299
0
0
0
0
0
1,543
0
0
0
0
0
5,966
0
1,841
2,657
4,969
0
3,904
3,217
5,369
2,137
0
4,68
2,855
2,019
5,078
5,247
0
2,349
0
0
1,503
1,361
0
0
1,374
0
0
0
0
0
0
0
0
0
0
1,828
1,409
1,257
2,125
3,199
0
0
1,739
1,702
0
2,473
1,69
1,63
0
1,479
0
2,527
1,596
4,241
5,064
1,471
0
0
0
1,225
0
0
0
1,468
0
0
0
0
3,231
5,717
3,31
4,97
0
0
0
0
0
0
0
1,767
2,345
2,465
3,511
1,619
1,224
1,333
1,939
0
3,571
2,146
4,725
1,778
3,354
1,577
3,779
3,271
0
0
0
2,474
1,969
0
0
1,365
0
3,014
1,782
1,242
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,397
0
1,274
0
2,712
0
0
0
0
0
0
0
0
0
0
0
0
3,327
0
0
0
0
0
0
0
0
1,322
0
0
3,099
1,702
1,337
0
0
0
0
1,312
1,451
0
0
0
0
0
0
0
0
0
0
2,074
1,638
3,474
1,614
4,034
1,392
0
0
1,607
0
1,353
1,574
1,388
0
0
0
0
0
0
2,65
3,011
2,926
3,71
5,069
3,8
3,033
4,673
2,972
3,31
0
1,204
1,625
0
0
0
2,035
0
0
0
0
1,24
0
0
1,267
0
0
1,271
0
0
0
0
1,337
2,997
0
1,625
0
0
0
0
0
4,281
2,227
0
0
0
0
0
0
0
2,181
0
1,372
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,234
0
0
0
0
0
0
0
0
0
0
0
0
1,359
1,685
1,966
0
0
0
0
1,305
0
1,286
0
0
1,648
1,242
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,343
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1,544
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
